ID,String
"ch_ak47_head_shots_3_hl","AK VS. the Law Headshot III"
"ch_fall_to_bleed_out","Go into bleedout from fall damage."
"8db63936938575bf",""
"ch_bank_on_overkill_hl","First World Bank: OVERKILL"
"8db63936938575bf",""
"ch_beretta92_head_shots_2_hl","B9-S expert II"
"8db63936938575bf",""
"ch_mossberg_vs_the_law_5_hl","Locomotive 12G VS. the Law V"
"8db63936938575bf",""
"ch_secret_stash_on_overkill","Complete UNDERCOVER on OVERKILL difficulty."
"ch_m79_simultaneous_kills_1_hl","GL40 Cluster Kill I"
"ch_tiedown_swat_hl","Owning the blue SWAT"
"ch_slaughterhouse_on_overkill_145","Beat SLAUGHTERHOUSE on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start."
"8db63936938575bf",""
"8db63936938575bf",""
"ch_mac11_head_shots_1_hl","Mark 11 expert I"
"8db63936938575bf",""
"ch_diamond_heist_on_overkill_hl","Diamond Heist: OVERKILL"
"ch_me_vs_shield","Defeat ##shield_kill## Shields. Using Trip Mines or Melee does not count towards this challenge!"
"8db63936938575bf",""
"ch_reinbeck_vs_the_law_1_hl","Reinbeck 880 VS. the Law I"
"8db63936938575bf",""
"8db63936938575bf",""
"ch_mp5_head_shots_3_hl","Compact-5 expert III"
"8db63936938575bf",""
"8db63936938575bf",""
"ch_apartment_no_civilians","Complete Panic Room on hard difficulty without killing any civilians."
"8db63936938575bf",""
"ch_m79_vs_the_law_2_hl","GL40 VS. the Law II"
"ch_hos_cut_wire","In NO MERCY, cut the correct wire opening the ICU door security system. To complete this challenge, you will have to have played the heist from the start."
"ch_sentry_gun_row_kills_4_hl","SENTRY GUN Kills in a Row IV"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"ch_tiedown_law_hl","Owning the Law"
"ch_melee_1_hl","Saving bullets I"
"8db63936938575bf",""
"8db63936938575bf",""
"ch_me_vs_the_law_3_hl","Me VS. the Law III"
"8db63936938575bf",""
"ch_dual_tripmine","Defeat two Law enforcers with a single Trip Mine."
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"ch_me_vs_swat_hl","Me VS. blue SWAT"
"8db63936938575bf",""
"ch_m14_head_shots_2_hl","M308 expert II"
"ch_bronco_vs_the_law_4_hl","Bronco .44 VS. the Law IV"
"8db63936938575bf",""
"ch_hot_lava_hl","Hot lava"
"ch_c45_head_shots_3_hl","Crosskill .45 expert III"
"ch_beretta92_vs_the_law_6_hl","B9-S VS. the Law VI"
"8db63936938575bf",""
"ch_arrested_single","Get arrested."
"8db63936938575bf",""
"ch_secret_stash_no_deaths","Complete UNDERCOVER on hard difficulty without being taken into custody."
"ch_me_vs_shield_hl","Me VS. Shields"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"ch_beretta92_head_shots","Using the B9-S, defeat ##beretta92_law_head_shot## Law enforcers with headshots. Using Melee does not count towards this challenge!"
"ch_bronco_head_shots_4_hl","Bronco .44 expert IV"
"ch_ak47_vs_the_law_1_hl","AK VS. the Law I"
"ch_bronco_head_shots_1_hl","Bronco .44 expert I"
"8db63936938575bf",""
"ch_glock_head_shots_2_hl","STRYK VS. the Law Headshot II"
"8db63936938575bf",""
"8db63936938575bf",""
"ch_reinbeck_head_shots_1_hl","Reinbeck 880 expert I"
"ch_dont_lose_face","Beat all original heists on OVERKILL difficulty without anyone getting traded from custody. To complete this challenge, you will have to have played the heist from the start."
"ch_mp5_vs_the_law_3_hl","Compact-5 VS. the Law III"
"ch_m14_vs_the_law_4_hl","M308 VS. the Law IV"
"ch_c45_vs_the_law_1_hl","Crosskill .45 VS. the Law I"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"ch_ak47_vs_the_law","Using the AK, defeat ##ak47_law_kill## Law enforcers. Using Melee does not count towards this challenge!"
"ch_slaughterhouse_overkill_no_trade_hl","Slaughterhouse: Don't lose face"
"8db63936938575bf",""
"8db63936938575bf",""
"ch_aquire_money_3","Acquire $100,000,000 in cash."
"8db63936938575bf",""
"8db63936938575bf",""
"ch_m14_taser_head_shot_1_hl","M308 VS. Tasers"
"ch_ak47_vs_the_law_6_hl","AK VS. the Law VI"
"8db63936938575bf",""
"8db63936938575bf",""
"ch_c45_fbi_kill_1_hl","Crosskill .45 VS. the FBI"
"ch_hk21_vs_the_law_5_hl","Brenner 21 VS. the Law V"
"ch_m4_spooc_head_shot_1_hl","Amcar-4 VS. Cloakers"
"ch_hk21_vs_the_law_2_hl","Brenner 21 VS. the Law II"
"8db63936938575bf",""
"ch_saviour","On UNDERCOVER, place 20 planks by yourself on windows, vents or fences."
"8db63936938575bf",""
"8db63936938575bf",""
"ch_bronco_vs_the_law_3_hl","Bronco .44 VS. the Law III"
"8db63936938575bf",""
"ch_mp5_vs_the_law_4_hl","Compact-5 VS. the Law IV"
"8db63936938575bf",""
"ch_mossberg_vs_the_law_4_hl","Locomotive 12G VS. the Law IV"
"ch_reinbeck_vs_the_law","Using the Reinbeck 880, defeat ##reinbeck_law_kill## Law enforcers. Using Melee does not count towards this challenge!"
"8db63936938575bf",""
"ch_m79_simultaneous_kills_2_hl","GL40 Cluster Kill II"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"ch_hk21_vs_the_law_4_hl","Brenner 21 VS. the Law IV"
"8db63936938575bf",""
"ch_drop_armored_car_hl","But how?"
"ch_c45_vs_the_law_5_hl","Crosskill .45 VS. the Law V"
"ch_bronco_vs_the_law","Using the Bronco .44, defeat ##bronco_law_kill## Law enforcers. Using Melee does not count towards this challenge!"
"ch_tris_tripmine","Defeat three Law enforcers with a single Trip Mine."
"ch_kill_thugs","In PANIC ROOM, kill all armed thugs in and around the apartment building within 60 seconds of you and your crew drawing your weapons. To complete this challenge, you will have to have played the heist from the start."
"ch_me_vs_swat","Defeat ##swat_kill## blue SWAT. Using Trip Mines or Melee does not count towards this challenge!"
"ch_m14_vs_the_law_6_hl","M308 VS. the Law VI"
"ch_mac11_head_shots","Using the Mark 11, defeat ##mac11_law_head_shot## Law enforcers with headshots. Using Melee does not count towards this challenge!"
"ch_mac11_head_shots_4_hl","Mark 11 expert IV"
"ch_beretta92_vs_the_law_5_hl","B9-S VS. the Law V"
"ch_diamond_heist_no_deaths_hl","Diamond Heist: Like a pro"
"ch_apartment_no_deaths","Complete Panic Room on hard difficulty without being taken into custody."
"ch_aquire_money_1","Acquire $20,000,000 in cash."
"ch_melee_4_hl","Saving bullets IV"
"ch_fall_to_bleed_out_hl","I've fallen - and I can't get up!"
"ch_beretta92_head_shots_1_hl","B9-S expert I"
"ch_bridge_on_overkill","Complete Green Bridge on OVERKILL difficulty."
"ch_mp5_vs_the_law_6_hl","Compact-5 VS. the Law VI"
"ch_bronco_vs_the_law_2_hl","Bronco .44 VS. the Law II"
"ch_me_vs_the_law_2_hl","Me VS. the Law II"
"ch_mossberg_cop_kill_1_hl","Locomotive 12G VS. Cops"
"ch_tiedown_fbi","Force ##tiedown_fbi## FBI agents to cuff themselves."
"ch_bridge_no_deaths_hl","Green Bridge: Like a pro"
"ch_mac11_vs_the_law_4_hl","Mark 11 VS. the Law IV"
"ch_hk21_head_shots_2_hl","Brenner 21 expert II"
"ch_tiedown_smep_hl","Owning the HEAVY SWATS"
"ch_apartment_overkill_no_trade","Complete Panic Room on OVERKILL difficulty without anyone getting traded from custody."
"ch_tiedown_smep","Force ##tiedown_smep## HEAVY SWATS to cuff themselves."
"ch_windowlicker","Defeat a law enforcer planting C4 in FIRST WORLD BANK on hard difficulty or above. To complete this challenge, you will have to have played the heist from the start."
"ch_reinbeck_vs_the_law_5_hl","Reinbeck 880 VS. the Law V"
"ch_mossberg_vs_the_law","Using the Locomotive 12G, defeat ##mossberg_law_kill## Law enforcers. Using Melee does not count towards this challenge!"
"ch_c45_head_shots_4_hl","Crosskill .45 expert IV"
"ch_beretta92_vs_the_law","Using the B9-S, defeat ##beretta92_law_kill## Law enforcers. Using Melee does not count towards this challenge!"
"ch_bronco_head_shots","Using the Bronco .44, defeat ##bronco_law_head_shot## Law enforcers with headshots. Using Melee does not count towards this challenge!"
"ch_bronco_tank_kill","Using the Bronco .44, defeat ##bronco_tank_kill## bulldozers. Using Melee does not count towards this challenge!"
"ch_reinbeck_vs_the_law_3_hl","Reinbeck 880 VS. the Law III"
"ch_mac11_head_shots_2_hl","Mark 11 expert II"
"ch_m14_vs_the_law_5_hl","M308 VS. the Law V"
"ch_hk21_shield_kill","Using the Brenner 21, defeat ##hk21_shield_kill## Shields. Using Melee does not count towards this challenge!"
"ch_quad_tripmine_hl","Four guys went on a Trip"
"ch_bleed_out_kill","Defeat ##bleed_out_kill## Law enforcers while you're in bleedout. Using Trip Mines or Sentry Gun does not count towards this challenge!"
"ch_bleed_out_multikill","Defeat ##bleed_out_multikill## Law enforcers during a single bleedout."
"ch_revived_single","Get revived by one of your crew mates."
"ch_arrested_hl","OK, you got me!"
"ch_tiedown_civilian","Tie down ##tiedown_civilians## civilians."
"ch_tiedown_cop","Force ##tiedown_cop## Police officers to cuff themselves."
"ch_tiedown_fbi_hl","Owning the FBI"
"ch_deploy_ammobag","Deploy ##deploy_ammobag## Ammo Bags."
"ch_aquire_money_4","Acquire $200,000,000 in cash."
"ch_aquire_money_6_hl","...and that's a lot of cash VI"
"ch_bank_no_deaths_hl","First World Bank: Like a pro"
"ch_bank_overkill_no_trade","Complete First World Bank on OVERKILL difficulty without anyone getting traded from custody."
"ch_street_no_civilians","Complete Heat Street on hard difficulty without killing any civilians."
"ch_street_no_deaths_hl","Heat Street: Like a pro"
"ch_street_no_bleedouts","Complete Heat Street on hard difficulty without going into bleedout."
"ch_street_on_overkill_hl","Heat Street: OVERKILL"
"ch_bridge_no_bleedouts","Complete Green Bridge on hard difficulty without going into bleedout."
"ch_apartment_no_bleedouts","Complete Panic Room on hard difficulty without going into bleedout."
"ch_slaughterhouse_no_deaths_hl","Slaughterhouse: Like a pro"
"ch_slaughterhouse_no_bleedouts","Complete Slaughterhouse on hard difficulty without going into bleedout."
"ch_diamond_heist_no_bleedouts_hl","Diamond Heist: Bulletproof"
"ch_akimbo_hl","Akimbo"
"ch_left_for_dead","Finish a heist in custody while all your team mates are alive. (4 teammates)."
"ch_blood_in_blood_out","Trade all the butchers in SLAUGHTERHOUSE."
"ch_drop_armored_car","Get the armored car to drop without shooting at it in SLAUGHTERHOUSE. To complete this challenge, you will have to have played the heist from the start."
"ch_take_money","Find ten money bundles in PANIC ROOM."
"ch_take_money_hl","Are there more than two?"
"ch_chavez_can_run","In PANIC ROOM, take the key from Chavez within the first 45 seconds of starting the mission. To complete this challenge, you will have to have played the heist from the start."
"ch_quick_gold_hl","Gold digger"
"ch_kill_thugs_hl","Quick draw"
"ch_kill_cameras","Destroy all the cameras in FIRST WORLD BANK within 10 seconds of drawing your weapons. To complete this challenge, you will have to have played the heist from the start."
"ch_hot_lava","Don't let any law enforcers reach the graffiti on the center of the roof in PANIC ROOM from the SECURE THE ROOF objective until the ESCAPE objective on hard or OVERKILL difficulty. To complete this challenge, you will have to have played the heist from the start."
"ch_federal_crime","Defeat 25 FBI agents in a row."
"ch_federal_crime_hl","Federal crime"
"ch_bomb_man","In DIAMOND HEIST, defeat all twelve Patrol Guards using only trip mines. To complete this challenge, you will have to have played the heist from the start."
"ch_duck_hunting","Complete the GREEN BRIDGE on hard or OVERKILL difficulty. To complete this challenge, you will have to have played the heist from the start."
"ch_ready_yet","In DIAMOND HEIST, get Bain to come back for you at least 7 times on hard or OVERKILL difficulty. To complete this challenge, you will have to have played the heist from the start."
"ch_citys_finest","Defeat 44,150 law enforcers (2010 numbers.)"
"ch_dozen_angry","In DIAMOND HEIST, get the big diamond and escape on OVERKILL difficulty with you and all your team mates alive. To complete this challenge, you will have to have played the heist from the start."
"ch_noob_herder","Beat any heist on OVERKILL difficulty with three other players who are all using the Noob Lube perk. To complete this challenge, you will have to have played the heist from the start."
"ch_noob_herder_hl","Noob herder"
"ch_got_your_back_hl","Got your back, noob"
"ch_aint_afraid","Gain a level in the Assault tree during an assault."
"ch_aint_afraid_hl","I ain't afraid no more"
"ch_crack_bang","Gain a level in the Sharpshooter tree with your last kill being a Sniper."
"ch_crack_bang_hl","Crack-bang"
"ch_lay_on_hands","Gain a level in the Support tree while reviving a teammate."
"ch_lay_on_hands_hl","Lay on hands"
"ch_overkill_hl","OVERKILL"
"ch_glock_vs_the_law_2_hl","STRYK VS. the Law II"
"ch_glock_vs_the_law_5_hl","STRYK VS. the Law V"
"ch_glock_vs_the_law_6_hl","STRYK VS. the Law VI"
"ch_glock_head_shots_3_hl","STRYK VS. the Law Headshot III"
"ch_glock_shield_body_shot_1_hl","STRYK VS. Shields"
"ch_ak47_vs_the_law_3_hl","AK VS. the Law III"
"ch_ak47_head_shots_1_hl","AK VS. the Law Headshot I"
"ch_ak47_head_shots_2_hl","AK VS. the Law Headshot II"
"ch_ak47_head_shots_4_hl","AK VS. the Law Headshot IV"
"ch_ak47_taser_kill_1_hl","AK VS. Tasers"
"ch_m79_vs_the_law_3_hl","GL40 VS. the Law III"
"ch_m79_vs_the_law_4_hl","GL40 VS. the Law IV"
"ch_m79_vs_the_law_6_hl","GL40 VS. the Law VI"
"ch_sentry_gun_vs_the_law_1_hl","SENTRY GUN VS. the Law I"
"ch_sentry_gun_vs_the_law_3_hl","SENTRY GUN VS. the Law III"
"ch_sentry_gun_vs_the_law_4_hl","SENTRY GUN VS. the Law IV"
"ch_sentry_gun_vs_the_law_5_hl","SENTRY GUN VS. the Law V"
"ch_sentry_gun_vs_the_law_6_hl","SENTRY GUN VS. the Law VI"
"ch_sentry_gun_row_kills_2_hl","SENTRY GUN Kills in a Row II"
"ch_sentry_gun_row_kills_3_hl","SENTRY GUN Kills in a Row III"
"ch_sentry_gun_resources_hl","SENTRY GUN VS. the World"
"ch_ak47_head_shots","Using the AK, defeat ##ak47_law_head_shot## Law enforcers with headshots. Using Melee does not count towards this challenge!"
"ch_m79_head_shots","Using the GL40, defeat ##m79_law_head_shot## Law enforcers with headshots. Using Melee does not count towards this challenge!"
"ch_glock_shield_body_shot","Using the STRYK, defeat ##glock_shield_body_shot## Shields with bodyshots. Using Melee does not count towards this challenge!"
"ch_ak47_taser_kill","Using the AK, defeat ##ak47_taser_kill## Tasers. Using Melee does not count towards this challenge!"
"ch_sentry_gun_vs_the_law","Using the SENTRY GUN, defeat ##sentry_gun_law_kill## Law enforcers."
"ch_sentry_gun_resources","Be in a team that places four Sentry Guns during a heist."
"ch_m79_simultaneous_specials","Using the GL40, defeat ##m79_simultaneous_specials## Special Units simultaneously."
"ch_secret_stash_overkill_no_trade","Complete UNDERCOVER on OVERKILL difficulty without anyone getting traded from custody."
"ch_secret_stash_overkill_no_trade_hl","UNDERCOVER: Don't lose face"
"ch_secret_stash_on_overkill_145","Complete UNDERCOVER on OVERKILL 145+ difficulty."
"ch_secret_stash_on_overkill_145_hl","In for a Dime, In for a Dollar"
"ch_suburbia_no_civilians_hl","COUNTERFEIT: Clean hit"
"ch_suburbia_no_civilians","Complete COUNTERFEIT on hard difficulty without killing any civilians."
"ch_suburbia_overkill_no_trade","Complete COUNTERFEIT on OVERKILL difficulty without anyone getting traded from custody."
"ch_suburbia_overkill_no_trade_hl","COUNTERFEIT: Don't lose face"
"ch_suburbia_on_overkill_145_hl","Under Pressure"
"ch_blow_out","Beat UNDERCOVER with everyone in the crew only using the GL40. To complete this challenge, everyone in your crew will have to have played the heist from the start. Using Melee does not count towards this challenge!"
"ch_crowd_control_hl","Crowd control"
"ch_det_gadget_hl","Detective Gadget"
"ch_det_gadget","Beat any heist using the STRYK Pistol, AK Rifle, GL40 Grenade Launcher, Toolkit upgrade, Sentry Gun equipment and Big Game Hunters crew bonus. To complete this challenge, you will have to have played the heist from the start."
"ch_pacifist","Beat COUNTERFEIT on hard difficulty or above without killing any law enforcers or civilians. To complete this challenge, everyone in your crew will have to have played the heist from the start."
"ch_quick_hands_hl","Quick hands"
"ch_quick_hands","On COUNTERFEIT, manage to defuse all C4 charges."
"ch_street_on_overkill_145_hl","Hills Street Blues"
"ch_street_on_overkill_145","Beat HEAT STREET on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start."
"ch_apartment_on_overkill_145","Beat PANIC ROOM on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start."
"ch_slaughterhouse_on_overkill_145_hl","Lots of pigs, but no pigs"
"ch_diamond_heist_on_overkill_145_hl","Bad code"
"ch_diamond_heist_on_overkill_145","Beat DIAMOND HEIST on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start."
"ch_president_hl","Four more years"
"ch_president","Reach level 145. This gives you the presidential masks for further campaigning."
"ch_christmas_present_hl","Merry Xmas"
"ch_hos_dont_panic_hl","Don't panic"
"ch_hos_dont_panic","Complete NO MERCY on hard or OVERKILL without any civilian raising the alarm. To complete this challenge, you will have to have played the heist from the start."
"ch_hos_cut_wire_hl","...or was it the blue one?"
"ch_hos_wrong_door_hl","That's the wrong door, again!"
"ch_hos_wrong_door","Complete NO MERCY on OVERKILL difficulty, having sawed open all three ICU security doors. To complete this challenge, you will have to have played the heist from the start."
"ch_hos_afraid_of_the_dark_hl","Afraid of the dark"
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
"8db63936938575bf",""
